FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
CONNIE,ALTIERI,F,21-12-2013,07-01-2016,Analyst,24,Marketing,29,1,3,1,41676,21,Saturday,12,2013
ANGELIA,ANHORN,F,08-09-2013,07-01-2016,Analyst,23,Marketing,28,2,5,0,46127,8,Sunday,9,2013
SHIRLEY,ALDRIDGE,M,17-03-2012,07-01-2016,Associate,29,Management,20,10,5,4,99416,17,Saturday,3,2012
TESSIE,ARGULEWICZ,F,27-05-2013,07-01-2016,Analyst,25,Operations,15,15,3,1,47899,27,Monday,5,2013
DARCY,ANTONUCCI,F,08-12-2013,07-01-2016,Analyst,23,Finance,15,15,3,0,45927,8,Sunday,12,2013
CARMINE,ALARIE,M,11-11-2014,07-01-2016,Analyst,23,Management,22,8,2,1,48891,11,Tuesday,11,2014
SANFORD,AITA,M,30-04-2013,07-01-2016,Analyst,22,Finance,19,11,5,0,41284,30,Tuesday,4,2013
MICHEAL,ABLEMAN,M,20-04-2011,07-01-2016,Director,43,IT,21,9,2,17,313649,20,Wednesday,4,2011
ROLLAND,ALEXANDERS,M,06-01-2013,07-01-2016,Analyst,22,Marketing,22,8,2,0,49111,6,Sunday,1,2013
KRIS,AHNELL,M,20-02-2012,07-01-2016,Senior Analyst,25,Marketing,23,7,3,0,51509,20,Monday,2,2012
CHET,ALGER,M,23-12-2014,07-01-2016,Analyst,21,IT,16,14,3,0,49393,23,Tuesday,12,2014
TYRELL,ALFREDO,M,14-07-2013,07-01-2016,Analyst,21,Web,27,3,4,0,46580,14,Sunday,7,2013
ANGELICA,AMSBAUGH,F,23-02-2014,07-01-2016,Analyst,25,Finance,16,14,4,2,44538,23,Sunday,2,2014
MARIE,ALPHONSO,F,27-12-2013,07-01-2016,Analyst,21,Finance,22,8,2,0,46507,27,Friday,12,2013
NOLA,ANSELMI,F,09-12-2013,07-01-2016,Analyst,24,Web,26,4,5,1,47308,9,Monday,12,2013
JED,ALEQUIN,M,18-11-2014,07-01-2016,Analyst,22,Management,25,5,5,0,45952,18,Tuesday,11,2014
BOBBIE,AIDT,M,29-06-2013,07-01-2016,Senior Analyst,25,Operations,15,15,3,1,68505,29,Saturday,6,2013
EMILY,ALTHISER,F,26-02-2013,07-01-2016,Senior Analyst,26,Marketing,21,9,5,0,65316,26,Tuesday,2,2013
GENARO,ALAM,M,12-12-2014,07-01-2016,Analyst,23,Marketing,17,13,5,1,47401,12,Friday,12,2014
LUANN,APERGES,F,03-11-2013,07-01-2016,Manager,35,Operations,25,5,3,11,129017,3,Sunday,11,2013
ELISA,ANDONIAN,F,27-12-2014,07-01-2016,Analyst,23,Finance,28,2,4,1,46347,27,Saturday,12,2014
DAN,ABRAMOVITZ,M,25-03-2014,07-01-2016,Analyst,25,Web,25,5,4,2,47573,25,Tuesday,3,2014
WILFRED,ADOLPHSEN,M,22-10-2011,07-01-2016,Associate,32,IT,29,1,2,5,97708,22,Saturday,10,2011
LEONEL,AKERSON,M,21-06-2014,07-01-2016,Analyst,21,Finance,21,9,5,0,46002,21,Saturday,6,2014
CLAIRE,AMERMAN,F,07-02-2013,07-01-2016,Analyst,25,IT,27,3,5,1,47201,7,Thursday,2,2013
ROGELIO,ADRIEN,M,15-01-2014,07-01-2016,Analyst,21,Web,15,15,2,0,46733,15,Wednesday,1,2014
SHARLENE,ARBUTHNOT,F,05-09-2014,07-01-2016,Senior Manager,39,IT,20,10,3,17,191793,5,Friday,9,2014
HOYT,ALKEN,M,16-09-2014,07-01-2016,Analyst,22,Management,19,11,4,0,41035,16,Tuesday,9,2014
ALVINA,ARISA,F,14-09-2013,07-01-2016,Manager,34,Management,16,14,4,7,126871,14,Saturday,9,2013
JULIET,ARABIE,F,30-04-2013,07-01-2016,Senior Analyst,27,Marketing,25,5,5,0,51532,30,Tuesday,4,2013
ADELE,ANDRESEN,F,06-02-2014,07-01-2016,Analyst,24,Finance,28,2,5,1,43339,6,Thursday,2,2014
STANFORD,ALEYANDREZ,M,22-05-2014,07-01-2016,Analyst,22,IT,30,0,4,0,44506,22,Thursday,5,2014
KIETH,ALCOMBRIGHT,M,20-10-2013,07-01-2016,Analyst,23,Management,25,5,2,0,40045,20,Sunday,10,2013
TOD,ALEGAR,M,20-02-2013,07-01-2016,Analyst,24,Finance,19,11,2,0,48938,20,Wednesday,2,2013
KIRBY,AKAHI,M,05-10-2013,07-01-2016,Analyst,23,IT,19,11,4,0,48185,5,Saturday,10,2013
MAE,AMENTLER,F,22-04-2014,07-01-2016,Analyst,25,Marketing,25,5,3,2,47579,22,Tuesday,4,2014
DOMINIQUE,ANKER,F,19-08-2009,07-01-2016,Director,41,Finance,20,10,5,14,375647,19,Wednesday,8,2009
SHARON,ALOAN,F,03-04-2013,07-01-2016,Analyst,24,Management,23,7,2,0,47386,3,Wednesday,4,2013
DEVIN,ADERHOLT,M,01-03-2014,07-01-2016,Analyst,24,Finance,23,7,4,1,43952,1,Saturday,3,2014
JULIETTE,APPLEMAN,F,06-03-2013,07-01-2016,Analyst,24,Finance,26,4,4,0,48981,6,Wednesday,3,2013
SALLY,ALVERAZ,F,17-03-2013,07-01-2016,Analyst,25,Marketing,30,0,4,1,40702,17,Sunday,3,2013
NELLIE,AMAUTY,F,10-08-2014,07-01-2016,Director,43,Web,20,10,4,17,235565,10,Sunday,8,2014
BENNIE,ARDRY,F,24-04-2014,07-01-2016,Analyst,22,Web,28,2,4,0,41641,24,Thursday,4,2014
BRETT,ABSHER,M,26-04-2013,07-01-2016,Analyst,21,Finance,25,5,4,0,44350,26,Friday,4,2013
GUSSIE,ARCORACI,F,18-11-2013,07-01-2016,Analyst,23,Operations,26,4,4,0,48887,18,Monday,11,2013
DWIGHT,ACHEKIAN,M,26-05-2013,07-01-2016,Analyst,24,Web,24,6,2,0,47499,26,Sunday,5,2013
MICHELLE,ALOE,F,16-06-2013,07-01-2016,Analyst,25,Finance,18,12,5,1,42128,16,Sunday,6,2013
STEVIE,ALANO,M,21-02-2013,07-01-2016,Analyst,24,Finance,29,1,3,0,48271,21,Thursday,2,2013
MISSY,ARMISTEAD,F,06-10-2013,07-01-2016,Analyst,23,Management,19,11,4,0,41029,6,Sunday,10,2013
MIRNA,ARMENTROUT,F,04-01-2015,07-01-2016,Analyst,25,Web,15,15,5,3,43659,4,Sunday,1,2015
ANGELO,ADAMCIK,M,26-03-2014,07-01-2016,Manager,33,IT,27,3,4,7,140867,26,Wednesday,3,2014
JUDI,ARCHDALE,F,22-05-2014,07-01-2016,Analyst,24,IT,22,8,5,1,49806,22,Thursday,5,2014
JODI,AMISTADI,F,13-08-2013,07-01-2016,Analyst,24,IT,25,5,2,1,49110,13,Tuesday,8,2013
EDGARDO,ALDO,M,04-05-2014,07-01-2016,Analyst,23,Management,23,7,4,0,42081,4,Sunday,5,2014
CHRISTINA,ALSON,F,03-04-2013,07-01-2016,Analyst,21,IT,27,3,5,0,41017,3,Wednesday,4,2013
JESSIE,AMALFITANO,F,03-03-2013,07-01-2016,Analyst,24,IT,26,4,5,0,48869,3,Sunday,3,2013
NOAH,ADZHABAKYAN,M,29-08-2013,07-01-2016,Senior Analyst,28,Web,16,14,3,5,66965,29,Thursday,8,2013
JAMAL,AGUELE,M,12-05-2013,07-01-2016,Analyst,24,Management,22,8,4,0,42338,12,Sunday,5,2013
MARY,AIROLA,M,06-08-2013,07-01-2016,Analyst,22,Management,25,5,4,0,49380,6,Tuesday,8,2013
SUZETTE,APADOCA,F,25-01-2014,07-01-2016,Manager,33,Management,26,4,3,6,117354,25,Saturday,1,2014
CASANDRA,ARAGONI,F,12-07-2013,07-01-2016,Analyst,25,Web,20,10,2,2,41679,12,Friday,7,2013
HARLAND,ALLSOP,M,18-09-2014,07-01-2016,Analyst,22,Finance,28,2,4,0,44207,18,Thursday,9,2014
EVELYN,ALSBERRY,F,25-10-2014,07-01-2016,Analyst,22,Management,29,1,2,0,45059,25,Saturday,10,2014
PAULA,ALTEW,F,09-05-2011,07-01-2016,Associate,29,Operations,15,15,3,0,95056,9,Monday,5,2011
DAVIS,AINGE,M,05-03-2013,07-01-2016,Analyst,22,Management,29,1,3,0,48777,5,Tuesday,3,2013
DOLLIE,ANZIDEO,F,28-07-2014,07-01-2016,Senior Analyst,28,IT,16,14,4,4,56728,28,Monday,7,2014
KERRIE,ARMER,F,10-12-2012,07-01-2016,Senior Analyst,28,Finance,20,10,3,1,53113,10,Monday,12,2012
LELIA,ARAGONES,F,02-06-2014,07-01-2016,Analyst,21,Management,19,11,4,0,45039,2,Monday,6,2014
BRIGITTE,ARBERTHA,F,27-05-2014,07-01-2016,Analyst,21,Management,21,9,2,0,41619,27,Tuesday,5,2014
CORNELIA,ANNUZZI,F,17-12-2013,07-01-2016,Senior Analyst,26,Management,28,2,3,1,62672,17,Tuesday,12,2013
GINO,ALDINGER,M,18-04-2013,07-01-2016,Analyst,23,Management,26,4,3,0,42925,18,Thursday,4,2013
SHEILA,ALTOMONTE,F,13-06-2013,07-01-2016,Analyst,25,Marketing,28,2,5,1,44343,13,Thursday,6,2013
KARA,AMPARAN,F,17-05-2014,07-01-2016,Analyst,22,Finance,23,7,4,0,47967,17,Saturday,5,2014
CHUNG,ALIAGA,M,22-02-2014,07-01-2016,Associate,30,Marketing,30,0,5,4,92323,22,Saturday,2,2014
DOMINIQUE,AKRE,M,23-07-2013,07-01-2016,Analyst,25,Marketing,25,5,5,2,42002,23,Tuesday,7,2013
MABEL,AMBRIZ,F,21-01-2014,07-01-2016,Senior Manager,38,Marketing,15,15,5,11,199577,21,Tuesday,1,2014
AMBER,ALTY,F,09-06-2011,07-01-2016,Associate,30,Marketing,29,1,4,0,96478,9,Thursday,6,2011
SONNY,AKSOY,M,04-09-2014,07-01-2016,Senior Analyst,25,IT,21,9,3,3,51817,4,Thursday,9,2014
NANNIE,ANTLE,F,13-11-2014,07-01-2016,Analyst,24,Web,20,10,4,2,45604,13,Thursday,11,2014
WESLEY,ABRAHAMSEN,M,15-04-2014,07-01-2016,Analyst,25,Operations,19,11,5,2,46844,15,Tuesday,4,2014
FRIEDA,ANGUIANO,F,05-12-2013,07-01-2016,Analyst,23,Operations,21,9,2,0,46425,5,Thursday,12,2013
LISA,ALMOS,F,24-02-2014,07-01-2016,Analyst,21,Operations,18,12,5,0,41908,24,Monday,2,2014
ANNA,ALOY,F,05-06-2013,07-01-2016,Analyst,22,Web,29,1,3,0,42848,5,Wednesday,6,2013
CARLTON,ADAMIAK,M,03-01-2014,07-01-2016,Analyst,21,Marketing,17,13,2,0,45895,3,Friday,1,2014
PAULINA,ARMBRISTER,F,02-06-2013,07-01-2016,Analyst,22,Finance,20,10,5,0,41580,2,Sunday,6,2013
KELVIN,ADDARIO,M,26-02-2012,07-01-2016,Senior Analyst,27,IT,18,12,2,0,55417,26,Sunday,2,2012
JARRETT,ALBAREZ,M,20-11-2013,07-01-2016,Analyst,21,Web,30,0,2,0,41803,20,Wednesday,11,2013
MAVIS,ANKROM,F,24-11-2011,07-01-2016,Manager,35,Marketing,20,10,4,8,113837,24,Thursday,11,2011
NAOMI,AMEDEO,F,20-07-2014,07-01-2016,Senior Analyst,28,Finance,28,2,4,3,69851,20,Sunday,7,2014
BO,ALIBOZEK,M,03-11-2014,07-01-2016,Analyst,23,Operations,24,6,2,1,42429,3,Monday,11,2014
PARIS,ALIOTTA,M,16-09-2012,07-01-2016,Associate,30,Marketing,21,9,3,2,90346,16,Sunday,9,2012
DEMARCUS,ALFORD,M,08-12-2014,07-01-2016,Analyst,22,Web,19,11,4,0,44980,8,Monday,12,2014
LYMAN,ALDARONDO,M,17-01-2012,07-01-2016,Manager,32,Finance,17,13,3,6,124711,17,Tuesday,1,2012
ODELL,AIPORLANI,M,21-10-2013,07-01-2016,Analyst,21,Management,24,6,2,0,42803,21,Monday,10,2013
JUSTIN,ABBE,M,28-05-2014,07-01-2016,Analyst,22,IT,20,10,5,0,44015,28,Wednesday,5,2014
THEODORA,ARENT,F,09-06-2012,07-01-2016,Senior Analyst,28,Management,15,15,2,2,55693,9,Saturday,6,2012
LURA,ARMENTA,F,24-06-2013,07-01-2016,Senior Analyst,26,Operations,19,11,4,1,52083,24,Monday,6,2013
LYLE,ADAMCZYK,M,19-06-2013,07-01-2016,Analyst,24,IT,16,14,2,0,46907,19,Wednesday,6,2013
BILLIE,AMEIGH,F,12-07-2012,07-01-2016,Senior Analyst,26,Marketing,28,2,2,0,63008,12,Thursday,7,2012
AUSTIN,ACORD,M,16-11-2014,07-01-2016,Senior Analyst,25,Management,19,11,3,0,64112,16,Sunday,11,2014
MAX,ACHEAMPONG,M,11-01-2015,07-01-2016,Analyst,24,Operations,29,1,2,2,44888,11,Sunday,1,2015
CLARICE,ANGRY,F,11-11-2013,07-01-2016,Analyst,25,Operations,29,1,5,2,41921,11,Monday,11,2013
JULIANNE,ANWAR,F,09-01-2014,07-01-2016,Analyst,22,IT,18,12,3,0,41926,9,Thursday,1,2014
BONITA,ANDREASSEN,F,02-09-2012,07-01-2016,Director,45,Finance,24,6,5,19,324783,2,Sunday,9,2012
JANIS,ANASAGASTI,F,09-12-2013,07-01-2016,Analyst,24,Operations,22,8,3,1,46499,9,Monday,12,2013
JOSEFINA,ANDERSSON,F,07-03-2013,07-01-2016,Analyst,21,Marketing,16,14,3,0,42754,7,Thursday,3,2013
ROMAN,AFFELT,M,20-12-2014,07-01-2016,Analyst,22,Operations,28,2,4,0,46812,20,Saturday,12,2014
ADOLPH,AHRENDT,M,17-11-2014,07-01-2016,Analyst,22,IT,16,14,4,0,47001,17,Monday,11,2014
DIANA,ALTHAUS,F,28-04-2014,07-01-2016,Analyst,24,Operations,24,6,5,1,40646,28,Monday,4,2014
SONJA,ANDERE,F,11-07-2012,07-01-2016,Associate,30,Marketing,30,0,2,3,97879,11,Wednesday,7,2012
MONIQUE,AMISON,F,19-04-2014,07-01-2016,Analyst,21,Marketing,16,14,5,0,49013,19,Saturday,4,2014
DELMA,AREDONDO,F,03-02-2013,07-01-2016,Analyst,23,Finance,21,9,3,0,41120,3,Sunday,2,2013
AMY,ALOUF,F,12-05-2014,07-01-2016,Manager,32,IT,22,8,5,5,126181,12,Monday,5,2014
DESTINY,AREIAS,F,18-12-2014,07-01-2016,Associate,31,Operations,24,6,3,6,76143,18,Thursday,12,2014
BUSTER,ALIZADEH,M,22-05-2013,07-01-2016,Analyst,23,Management,27,3,5,0,40998,22,Wednesday,5,2013
DANNIE,ALEMAN,M,17-05-2010,07-01-2016,Senior Manager,36,Operations,22,8,5,6,198814,17,Monday,5,2010
KRISTOPHER,ADKERSON,M,09-03-2013,07-01-2016,Analyst,24,Finance,27,3,2,0,43417,9,Saturday,3,2013
BIANCA,ANO,F,31-07-2013,07-01-2016,Senior Analyst,27,IT,19,11,3,4,59111,31,Wednesday,7,2013
OWEN,ADIL,M,29-04-2012,07-01-2016,Associate,28,Finance,27,3,3,0,72328,29,Sunday,4,2012
NATHANIEL,ABSHIRE,M,17-11-2014,07-01-2016,Analyst,23,Operations,17,13,3,1,44225,17,Monday,11,2014
MYLES,ALAYA,M,05-07-2013,07-01-2016,Analyst,25,Marketing,30,0,2,1,47561,5,Friday,7,2013
IRENE,ALSTOTT,F,06-02-2014,07-01-2016,Analyst,25,Marketing,25,5,2,2,44512,6,Thursday,2,2014
ALEX,ABOLAFIA,M,10-11-2013,07-01-2016,Analyst,25,Finance,27,3,4,2,43352,10,Sunday,11,2013
HIPOLITO,ALHUSSEINI,M,14-01-2015,07-01-2016,Analyst,25,Marketing,30,0,2,3,49619,14,Wednesday,1,2015
LILLIAN,ALTHEIMER,F,03-05-2014,07-01-2016,Analyst,25,Management,25,5,4,2,43991,3,Saturday,5,2014
GLENNA,ANGLADE,F,01-04-2014,07-01-2016,Analyst,23,Marketing,18,12,5,0,44712,1,Tuesday,4,2014
ELBA,ARBOGAST,F,25-12-2014,07-01-2016,Analyst,21,Finance,27,3,2,0,47401,25,Thursday,12,2014
NICOLAS,ADMAS,M,29-02-2012,07-01-2016,Associate,29,Web,19,11,2,1,85391,29,Wednesday,2,2012
VIRGINIA,ALPER,F,08-01-2015,07-01-2016,Analyst,24,Web,21,9,2,2,47638,8,Thursday,1,2015
TERRY,AMBORN,F,01-08-2013,07-01-2016,Analyst,22,Operations,23,7,4,0,41284,1,Thursday,8,2013
DONNELL,AIMONE,M,20-10-2014,07-01-2016,Analyst,24,Finance,28,2,5,2,46251,20,Monday,10,2014
ABE,ALBERTO,M,14-12-2014,07-01-2016,Analyst,25,IT,23,7,2,3,47183,14,Sunday,12,2014
HELEN,ALMY,F,26-04-2014,07-01-2016,Analyst,23,Web,23,7,4,0,44214,26,Saturday,4,2014
CRAIG,ABDULLA,M,02-10-2013,07-01-2016,Analyst,22,IT,24,6,2,0,41227,2,Wednesday,10,2013
PARKER,ALBURY,M,21-12-2013,07-01-2016,Analyst,25,Management,27,3,5,2,43474,21,Saturday,12,2013
SHANNON,ALTOMARI,F,25-03-2014,07-01-2016,Analyst,22,Web,28,2,3,0,42178,25,Tuesday,3,2014
BROOKE,AMSLEY,F,05-05-2013,07-01-2016,Analyst,23,Operations,19,11,4,0,40436,5,Sunday,5,2013
OLIVER,ACY,M,15-05-2013,07-01-2016,Analyst,22,Marketing,26,4,4,0,41354,15,Wednesday,5,2013
SILAS,AJELLO,M,08-09-2013,07-01-2016,Analyst,22,Operations,24,6,4,0,40417,8,Sunday,9,2013
APRIL,ALUAREZ,F,18-04-2014,07-01-2016,Analyst,22,Management,28,2,2,0,44617,18,Friday,4,2014
RONALD,AARONSON,M,16-09-2013,07-01-2016,Analyst,21,Finance,18,12,4,0,44163,16,Monday,9,2013
YVONNE,ALVES,F,01-12-2013,07-01-2016,Analyst,23,Web,29,1,4,0,45123,1,Sunday,12,2013
GERALD,ABBENANTE,M,06-05-2014,07-01-2016,Analyst,22,Management,19,11,5,0,41550,6,Tuesday,5,2014
MILAN,ALLEGRA,M,12-06-2013,07-01-2016,Analyst,22,IT,18,12,5,0,41989,12,Wednesday,6,2013
HOSEA,ALLMAND,M,03-06-2014,07-01-2016,Analyst,24,IT,19,11,2,1,46206,3,Tuesday,6,2014
DOUGLAS,ABATTI,M,07-08-2014,07-01-2016,Analyst,23,Web,26,4,4,1,42255,7,Thursday,8,2014
ASHLEY,AGUMGA,M,28-01-2014,07-01-2016,Analyst,24,Management,19,11,2,1,42667,28,Tuesday,1,2014
NOEL,ADELMUND,M,03-05-2014,07-01-2016,Analyst,25,Finance,21,9,5,2,41734,3,Saturday,5,2014
VIDA,ARGENBRIGHT,F,11-09-2013,07-01-2016,Analyst,22,IT,30,0,4,0,40975,11,Wednesday,9,2013
MADELYN,APPLEGARTH,F,19-06-2013,07-01-2016,Analyst,22,Operations,21,9,4,0,47695,19,Wednesday,6,2013
CLAIR,AKIN,M,27-12-2013,07-01-2016,Analyst,21,Marketing,20,10,5,0,42786,27,Friday,12,2013
REBA,ANDRICH,F,24-02-2013,07-01-2016,Analyst,22,Management,26,4,3,0,48681,24,Sunday,2,2013
OLIN,ALDERINK,M,02-04-2013,07-01-2016,Analyst,21,IT,20,10,5,0,43185,2,Tuesday,4,2013
CAMILLE,ANDO,F,29-03-2013,07-01-2016,Analyst,21,Management,16,14,3,0,41577,29,Friday,3,2013
PALMER,ALLEMAND,M,10-03-2013,07-01-2016,Analyst,24,Web,30,0,2,0,41691,10,Sunday,3,2013
SEBASTIAN,AILSTOCK,M,11-06-2013,07-01-2016,Senior Analyst,27,Operations,30,0,4,3,51534,11,Tuesday,6,2013
ADDIE,ANDREEN,F,07-03-2013,07-01-2016,Analyst,24,IT,19,11,4,0,49020,7,Thursday,3,2013
TROY,ABILEZ,M,29-10-2010,07-01-2016,Manager,33,Management,20,10,5,7,120184,29,Friday,10,2010
DONG,ALISAUSKAS,M,26-09-2012,07-01-2016,Manager,34,Management,19,11,3,6,147560,26,Wednesday,9,2012
BLAKE,ADAMSEN,M,20-06-2013,07-01-2016,Analyst,24,Operations,21,9,5,0,49602,20,Thursday,6,2013
BETTE,ANGELSON,F,11-05-2013,07-01-2016,Analyst,24,Marketing,25,5,5,0,42538,11,Saturday,5,2013
SANDY,ALBERG,M,23-01-2015,07-01-2016,Analyst,22,Management,21,9,2,0,41027,23,Friday,1,2015
MICHAEL,ANTONOVICH,F,30-08-2013,07-01-2016,Analyst,21,Management,30,0,2,0,43716,30,Friday,8,2013
ETHEL,ALTON,F,17-05-2012,07-01-2016,Senior Analyst,27,Web,17,13,4,0,60085,17,Thursday,5,2012
RON,ABUSUFAIT,M,01-01-2013,07-01-2016,Analyst,21,Web,25,5,2,0,48682,1,Tuesday,1,2013
TERRIE,ANSPACH,F,18-06-2014,07-01-2016,Analyst,22,IT,20,10,3,0,42710,18,Wednesday,6,2014
RODRICK,ALBRIGHT,M,09-10-2012,07-01-2016,Senior Analyst,26,Marketing,20,10,5,2,53390,9,Tuesday,10,2012
JOEL,ABIDE,M,09-07-2011,07-01-2016,Associate,32,Web,17,13,4,3,99130,9,Saturday,7,2011
DOUG,ADALJA,M,12-07-2013,07-01-2016,Analyst,23,Web,15,15,4,0,45152,12,Friday,7,2013
JAY,ABNER,M,06-01-2013,07-01-2016,Analyst,21,Web,28,2,3,0,43357,6,Sunday,1,2013
LYNETTE,ANASTASIADES,F,01-08-2012,07-01-2016,Senior Analyst,26,Marketing,27,3,5,0,57000,1,Wednesday,8,2012
DARIUS,AHL,M,05-08-2014,07-01-2016,Analyst,21,Marketing,30,0,2,0,44134,5,Tuesday,8,2014
IRVING,ADIB,M,19-09-2014,07-01-2016,Analyst,23,Finance,25,5,3,1,44148,19,Friday,9,2014
ROB,AHHEE,M,03-06-2012,07-01-2016,Senior Analyst,25,Management,15,15,2,0,56181,3,Sunday,6,2012
CANDACE,AMMIRATA,F,24-11-2014,07-01-2016,Analyst,23,Finance,19,11,2,1,48287,24,Monday,11,2014
DWAYNE,ACHEE,M,11-10-2014,07-01-2016,Senior Analyst,25,Finance,25,5,4,3,69421,11,Saturday,10,2014
ARLIE,ALLWARDT,M,25-04-2014,07-01-2016,Analyst,23,Operations,26,4,5,0,44342,25,Friday,4,2014
OPAL,AMMON,F,16-01-2014,07-01-2016,Senior Analyst,28,Management,15,15,4,2,61710,16,Thursday,1,2014
COLUMBUS,ALGEO,M,18-03-2013,07-01-2016,Analyst,22,IT,16,14,3,0,46038,18,Monday,3,2013
NICHOLAS,ABBOTT,M,06-04-2014,07-01-2016,Associate,31,IT,21,9,2,4,78493,6,Sunday,4,2014
MONIKA,ARCHBELL,F,07-10-2014,07-01-2016,Analyst,25,Operations,26,4,4,3,43292,7,Tuesday,10,2014
HANS,AGUADA,M,14-04-2014,07-01-2016,Analyst,25,Operations,27,3,3,2,42657,14,Monday,4,2014
TAYLOR,ADLEMAN,M,19-03-2013,07-01-2016,Analyst,25,Operations,29,1,3,1,42400,19,Tuesday,3,2013
AURELIA,APPLETON,F,25-02-2013,07-01-2016,Analyst,24,Marketing,16,14,3,0,41713,25,Monday,2,2013
GREGORIO,AGUNDEZ,M,20-02-2013,07-01-2016,Analyst,21,Finance,21,9,3,0,46664,20,Wednesday,2,2013
TANIA,ANTON,F,19-08-2013,07-01-2016,Senior Analyst,26,Management,24,6,5,1,66339,19,Monday,8,2013
FREDDIE,ARESCO,F,28-01-2014,07-01-2016,Analyst,22,IT,27,3,2,0,45450,28,Tuesday,1,2014
HORTENCIA,ARENSTAM,F,13-06-2014,07-01-2016,Analyst,25,Web,22,8,3,2,43355,13,Friday,6,2014
BRITTANY,ALVIZO,F,10-05-2013,07-01-2016,Analyst,23,Operations,29,1,4,0,42140,10,Friday,5,2013
AVERY,AHONEN,M,03-08-2014,07-01-2016,Senior Analyst,28,Operations,19,11,2,5,52406,3,Sunday,8,2014
MATHEW,ACERET,M,12-09-2014,07-01-2016,Analyst,24,IT,20,10,4,2,42440,12,Friday,9,2014
RICH,ALBANG,M,02-01-2012,07-01-2016,Senior Analyst,25,Finance,29,1,4,0,64913,2,Monday,1,2012
LUPE,ANGELOS,F,17-01-2013,07-01-2016,Analyst,21,Operations,21,9,2,0,41551,17,Thursday,1,2013
AGUSTIN,AGUDO,M,27-05-2013,07-01-2016,Senior Analyst,26,Management,23,7,5,0,54689,27,Monday,5,2013
MYRA,AMR,F,28-04-2014,07-01-2016,Analyst,22,Operations,21,9,4,0,48747,28,Monday,4,2014
GEORGINA,ANSARI,F,24-09-2014,07-01-2016,Senior Analyst,25,IT,17,13,5,0,59907,24,Wednesday,9,2014
KIM,ADERSON,M,20-12-2013,07-01-2016,Analyst,25,Management,16,14,2,2,45319,20,Friday,12,2013
HAI,ALMEN,M,29-06-2012,07-01-2016,Senior Analyst,28,Finance,26,4,3,2,60707,29,Friday,6,2012
TRACY,ALTIG,F,24-04-2014,07-01-2016,Analyst,24,IT,19,11,4,1,43124,24,Thursday,4,2014
ALEXIS,AHRENDS,M,21-10-2013,07-01-2016,Analyst,22,Finance,30,0,5,0,42121,21,Monday,10,2013
WENDY,ALTMILLER,F,27-09-2014,07-01-2016,Analyst,24,Marketing,15,15,3,2,45950,27,Saturday,9,2014
SELINA,ARDELEAN,F,10-02-2013,07-01-2016,Senior Analyst,25,Operations,18,12,2,0,55525,10,Sunday,2,2013
ROBBY,ALAIBILLA,M,28-10-2010,07-01-2016,Manager,34,Management,30,0,5,8,112580,28,Thursday,10,2010
ERNESTINA,AREAS,F,24-05-2014,07-01-2016,Analyst,23,Finance,20,10,3,0,42160,24,Saturday,5,2014
ALICE,ALRAIS,F,07-07-2014,07-01-2016,Analyst,22,Finance,27,3,3,0,40335,7,Monday,7,2014
ALLYSON,ANTOLINI,F,28-02-2014,07-01-2016,Analyst,21,IT,27,3,5,0,40363,28,Friday,2,2014
VERNELL,ARMELIN,F,15-04-2013,07-01-2016,Analyst,24,Marketing,23,7,2,0,49029,15,Monday,4,2013
ELAINE,ALTOP,F,01-11-2013,07-01-2016,Analyst,24,Operations,22,8,5,1,48775,1,Friday,11,2013
MARLON,AGBISIT,M,02-03-2014,07-01-2016,Analyst,21,Marketing,28,2,2,0,40396,2,Sunday,3,2014
KELLY,ALSMAN,F,14-11-2014,07-01-2016,Analyst,25,Finance,18,12,5,3,45998,14,Friday,11,2014
GAIL,ALBRASHI,M,08-10-2013,07-01-2016,Senior Analyst,25,Operations,16,14,2,0,68996,8,Tuesday,10,2013
RENE,ACLY,M,14-06-2014,07-01-2016,Analyst,24,Management,20,10,2,1,48222,14,Saturday,6,2014
MERVIN,ALBANESE,M,13-02-2013,07-01-2016,Analyst,24,Finance,19,11,5,0,47982,13,Wednesday,2,2013
HILARIO,ALEJANDREZ,M,06-01-2015,07-01-2016,Analyst,25,Operations,25,5,4,3,44888,6,Tuesday,1,2015
VIOLA,AMBER,F,29-09-2013,07-01-2016,Analyst,25,Marketing,28,2,5,2,42457,29,Sunday,9,2013
CYRIL,ALANIZ,M,27-06-2012,07-01-2016,Senior Analyst,26,Finance,17,13,2,1,58619,27,Wednesday,6,2012
SUSANNE,ANGELOZZI,F,11-03-2013,07-01-2016,Analyst,24,Management,26,4,4,0,45482,11,Monday,3,2013
DARRYL,ACCOSTA,M,24-10-2014,07-01-2016,Analyst,21,IT,22,8,5,0,47827,24,Friday,10,2014
STACIE,ANDREN,F,19-05-2012,07-01-2016,Senior Manager,35,Management,22,8,3,10,169300,19,Saturday,5,2012
ANN,ALQUICIRA,F,08-09-2014,07-01-2016,Analyst,21,Web,28,2,2,0,48833,8,Monday,9,2014
SHANNON,ACUFF,M,18-11-2011,07-01-2016,Associate,29,IT,21,9,4,1,96909,18,Friday,11,2011
